-32.52,0,-30.8
-49.9,0,-30.8
-53.9,0,-30.03
-56.99,0,-28.112
-59.11,0,-25.326
-60.26,0,-21.924
-60.88,0,-18.207
-60.61,0,-14.553
-59.64,0,-11.025
-58.41,0,-8.057
-56.46,0,-4.963
-54.07,0,-2.114
-51.59,0,0.364
-48.5,0,2.037
-44.87,0,2.597
-41.16,0,1.855
-37.8,0,0.119
-35.32,0,-2.044
-32.58,0,-4.767
-29.93,0,-7.182
-27.09,0,-8.82
-23.5,0,-9.085999
-19.91,0,-7.945
-17.16,0,-5.901
-14.47,0,-3.409
-12.03,0,-0.917
-9.66,0,1.75
-7.22,0,4.375
-4.66,0,7.308
-2.16,0,9.639
0.3400002,0,12.313
2.91,0,14.84
5.48,0,17.416
8.189999,0,19.845
10.97,0,21.938
14.16,0,23.737
17.56,0,24.906
21.17,0,25.2
24.71,0,24.08
27.14,0,21.455
28.11,0,17.857
27.62,0,14.357
26.02,0,11.2
23.75,0,8.197001
21.13,0,5.901
18.21,0,3.689
12.73,0,-0.861
10.35,0,-3.654
8.860001,0,-6.993
8.09,0,-10.458
8.689999,0,-14.133
10.6,0,-17.178
13.22,0,-19.768
15.17,0,-22.435
15.61,0,-25.963
13.84,0,-28.686
11.01,0,-30.296
7.469999,0,-30.793
-28.2,0,-30.793
