1.45,0.11,1.19
1.469998,0.11,15.71
2.219998,0.11,19.15
4.429998,0.11,21.98
7.779998,0.11,23.73
11.35,0.11,23.87
14.71,0.11,22.48
17.19,0.11,19.74
18.16,0.11,16.43
17.68,0.11,12.86
15.68,0.11,9.849998
13.26,0.11,7.209999
12.65,0.11,3.969999
14.35,0.11,0.8699994
17.06,0.11,-1.8
19.77,0.11,-4.442
20.12,0.11,-6.800003
18.134,0.11,-7.893001
16.19,0.11,-7.97
12.08,0.11,-7.990001
10.42,0.11,-7.989999
8.179999,0.11,-7.989999
5.429999,0.11,-7.989999
3.69,0.11,-7.990001
1.520001,0.11,-5.98
1.450012,0.00999999,1.190002
1.470001,0.00999999,15.71001
2.220001,0.00999999,19.15001
4.429993,0.00999999,21.98
7.779999,0.00999999,23.73
11.35001,0.00999999,23.87001
14.70999,0.00999999,22.48
17.19,0.00999999,19.74001
18.16,0.00999999,16.43001
17.67999,0.00999999,12.86
15.67999,0.00999999,9.849991
13.26001,0.00999999,7.210007
12.64999,0.00999999,3.969986
14.35001,0.00999999,0.8699951
17.06,0.00999999,-1.800003
19.76999,0.00999999,-4.442001
20.12,0.00999999,-6.800003
18.134,0.00999999,-7.893005
16.19,0.00999999,-7.970001
12.07999,0.00999999,-7.990005
10.42001,0.00999999,-7.990005
8.179993,0.00999999,-7.990005
5.429993,0.00999999,-7.990005
3.690002,0.00999999,-7.990005
1.519989,0.00999999,-5.979996
1.450012,-0.09000003,1.190002
1.470001,-0.09000003,15.71001
2.220001,-0.09000003,19.15001
4.429993,-0.09000003,21.98
7.779999,-0.09000003,23.73
11.35001,-0.09000003,23.87001
14.70999,-0.09000003,22.48
17.19,-0.09000003,19.74001
18.16,-0.09000003,16.43001
17.67999,-0.09000003,12.86
15.67999,-0.09000003,9.849991
13.26001,-0.09000003,7.210007
12.64999,-0.09000003,3.969986
14.35001,-0.09000003,0.8699951
17.06,-0.09000003,-1.800003
19.76999,-0.09000003,-4.442001
20.12,-0.09000003,-6.800003
18.134,-0.09000003,-7.893005
16.19,-0.09000003,-7.970001
12.07999,-0.09000003,-7.990005
10.42001,-0.09000003,-7.990005
8.179993,-0.09000003,-7.990005
5.429993,-0.09000003,-7.990005
3.690002,-0.09000003,-7.990005
1.519989,-0.09000003,-5.979996
1.450012,-0.1900001,1.190002
1.470001,-0.1900001,15.71001
2.220001,-0.1900001,19.15001
4.429993,-0.1900001,21.98
7.779999,-0.1900001,23.73
11.35001,-0.1900001,23.87001
14.70999,-0.1900001,22.48
17.19,-0.1900001,19.74001
18.16,-0.1900001,16.43001
17.67999,-0.1900001,12.86
15.67999,-0.1900001,9.849991
13.26001,-0.1900001,7.210007
12.64999,-0.1900001,3.969986
14.35001,-0.1900001,0.8699951
17.06,-0.1900001,-1.800003
19.76999,-0.1900001,-4.442001
20.12,-0.1900001,-6.800003
18.134,-0.1900001,-7.893005
16.19,-0.1900001,-7.970001
12.07999,-0.1900001,-7.990005
10.42001,-0.1900001,-7.990005
8.179993,-0.1900001,-7.990005
5.429993,-0.1900001,-7.990005
3.690002,-0.1900001,-7.990005
1.519989,-0.1900001,-5.979996
